deal_ticket,order_ticket,position_identifier,time,time_msc,entry,type,reason,volume,price,profit,commission,swap,fee,magic,symbol,comment,in_research_window
28,28,21,2026.03.02 10:05:00,1772445900148,1,0,3,0.01000000,0.7727500000,0.31000000,0.00000000,-4.20000000,0.00000000,2808202606,USDCHF,SolTrade TBV1 exit,YES
29,29,22,2026.03.02 10:05:00,1772445900148,1,0,3,0.01000000,157.0540000000,-13.57000000,0.00000000,-3.38000000,0.00000000,2808202607,USDJPY,SolTrade TBV1 exit,YES
30,30,30,2026.04.06 10:05:00,1775469900399,0,1,3,0.01000000,1.1529300000,0.00000000,0.00000000,0.00000000,0.00000000,2808202601,EURUSD,SolTrade TBV1,YES
31,31,31,2026.04.06 10:05:00,1775469900399,0,1,3,0.01000000,1.3212700000,0.00000000,0.00000000,0.00000000,0.00000000,2808202602,GBPUSD,SolTrade TBV1,YES
32,32,32,2026.04.06 10:05:00,1775469900399,0,1,3,0.02000000,0.6911100000,0.00000000,0.00000000,0.00000000,0.00000000,2808202603,AUDUSD,SolTrade TBV1,YES
33,33,33,2026.04.06 10:05:00,1775469900399,0,1,3,0.02000000,0.5707300000,0.00000000,0.00000000,0.00000000,0.00000000,2808202604,NZDUSD,SolTrade TBV1,YES
34,34,34,2026.04.06 10:05:00,1775469900399,0,0,3,0.03000000,1.3938500000,0.00000000,0.00000000,0.00000000,0.00000000,2808202605,USDCAD,SolTrade TBV1,YES
35,35,35,2026.04.06 10:05:00,1775469900399,0,0,3,0.01000000,0.8002300000,0.00000000,0.00000000,0.00000000,0.00000000,2808202606,USDCHF,SolTrade TBV1,YES
36,36,36,2026.04.06 10:05:00,1775469900399,0,0,3,0.02000000,159.6530000000,0.00000000,0.00000000,0.00000000,0.00000000,2808202607,USDJPY,SolTrade TBV1,YES
37,37,30,2026.04.14 10:06:09,1776161169790,1,0,4,0.01000000,1.1796500000,-26.72000000,0.00000000,0.39000000,0.00000000,2808202601,EURUSD,sl 1.17965,YES
38,38,34,2026.04.14 11:44:33,1776167073172,1,1,4,0.03000000,1.3762700000,-38.32000000,0.00000000,0.63000000,0.00000000,2808202605,USDCAD,sl 1.37627,YES
39,39,33,2026.04.14 15:30:01,1776180601623,1,0,4,0.02000000,0.5908300000,-40.20000000,0.00000000,0.08000000,0.00000000,2808202604,NZDUSD,sl 0.59076,YES
40,40,31,2026.04.14 15:30:01,1776180601932,1,0,4,0.01000000,1.3587300000,-37.46000000,0.00000000,-0.15000000,0.00000000,2808202602,GBPUSD,sl 1.35871,YES
41,41,32,2026.04.14 17:37:58,1776188278026,1,0,4,0.02000000,0.7148600000,-47.50000000,0.00000000,-0.08000000,0.00000000,2808202603,AUDUSD,sl 0.71486,YES
42,42,35,2026.04.17 16:06:36,1776441996888,1,1,4,0.01000000,0.7783300000,-28.14000000,0.00000000,1.00000000,0.00000000,2808202606,USDCHF,sl 0.77837,YES
43,43,36,2026.04.30 14:36:10,1777559770382,1,1,4,0.02000000,156.1780000000,-44.50000000,0.00000000,3.12000000,0.00000000,2808202607,USDJPY,sl 156.186,YES
44,44,44,2026.05.04 10:05:00,1777889100309,0,0,3,0.02000000,1.1725700000,0.00000000,0.00000000,0.00000000,0.00000000,2808202601,EURUSD,SolTrade TBV1,YES
45,45,45,2026.05.04 10:05:00,1777889100309,0,0,3,0.02000000,1.3575900000,0.00000000,0.00000000,0.00000000,0.00000000,2808202602,GBPUSD,SolTrade TBV1,YES
46,46,46,2026.05.04 10:05:00,1777889100309,0,0,3,0.02000000,0.7194000000,0.00000000,0.00000000,0.00000000,0.00000000,2808202603,AUDUSD,SolTrade TBV1,YES
47,47,47,2026.05.04 10:05:00,1777889100309,0,0,3,0.02000000,0.5905200000,0.00000000,0.00000000,0.00000000,0.00000000,2808202604,NZDUSD,SolTrade TBV1,YES
48,48,48,2026.05.04 10:05:00,1777889100309,0,1,3,0.03000000,1.3597400000,0.00000000,0.00000000,0.00000000,0.00000000,2808202605,USDCAD,SolTrade TBV1,YES
49,49,49,2026.05.04 10:05:00,1777889100309,0,1,3,0.02000000,0.7815400000,0.00000000,0.00000000,0.00000000,0.00000000,2808202606,USDCHF,SolTrade TBV1,YES
50,50,50,2026.05.04 10:05:00,1777889100309,0,1,3,0.02000000,156.9350000000,0.00000000,0.00000000,0.00000000,0.00000000,2808202607,USDJPY,SolTrade TBV1,YES
51,51,45,2026.05.15 12:08:49,1778846929172,1,1,4,0.02000000,1.3333000000,-48.58000000,0.00000000,-0.67000000,0.00000000,2808202602,GBPUSD,sl 1.33330,YES
52,52,48,2026.05.21 16:08:04,1779379684576,1,0,4,0.03000000,1.3783400000,-40.48000000,0.00000000,-3.80000000,0.00000000,2808202605,USDCAD,sl 1.37832,YES
53,53,44,2026.06.01 10:05:00,1780308300143,1,1,3,0.02000000,1.1659900000,-13.16000000,0.00000000,-5.36000000,0.00000000,2808202601,EURUSD,SolTrade TBV1 exit,YES
54,54,46,2026.06.01 10:05:00,1780308300143,1,1,3,0.02000000,0.7181400000,-2.52000000,0.00000000,-1.08000000,0.00000000,2808202603,AUDUSD,SolTrade TBV1 exit,YES
55,55,47,2026.06.01 10:05:00,1780308300143,1,1,3,0.02000000,0.5971700000,13.30000000,0.00000000,-1.64000000,0.00000000,2808202604,NZDUSD,SolTrade TBV1 exit,YES
56,56,49,2026.06.01 10:05:00,1780308300143,1,0,3,0.02000000,0.7822900000,-1.92000000,0.00000000,-8.31000000,0.00000000,2808202606,USDCHF,SolTrade TBV1 exit,YES
57,57,50,2026.06.01 10:05:00,1780308300143,1,0,3,0.02000000,159.4610000000,-31.68000000,0.00000000,-6.72000000,0.00000000,2808202607,USDJPY,SolTrade TBV1 exit,YES
58,58,58,2026.06.01 10:05:01,1780308301355,0,1,3,0.03000000,1.1659800000,0.00000000,0.00000000,0.00000000,0.00000000,2808202601,EURUSD,SolTrade TBV1,YES
59,59,59,2026.06.01 10:05:01,1780308301355,0,1,3,0.01000000,1.3468200000,0.00000000,0.00000000,0.00000000,0.00000000,2808202602,GBPUSD,SolTrade TBV1,YES
60,60,60,2026.06.01 10:05:01,1780308301355,0,1,3,0.02000000,0.7181500000,0.00000000,0.00000000,0.00000000,0.00000000,2808202603,AUDUSD,SolTrade TBV1,YES
61,61,61,2026.06.01 10:05:01,1780308301355,0,1,3,0.02000000,0.5971600000,0.00000000,0.00000000,0.00000000,0.00000000,2808202604,NZDUSD,SolTrade TBV1,YES
62,62,62,2026.06.01 10:05:01,1780308301355,0,0,3,0.04000000,1.3807000000,0.00000000,0.00000000,0.00000000,0.00000000,2808202605,USDCAD,SolTrade TBV1,YES
63,63,63,2026.06.01 10:05:01,1780308301355,0,0,3,0.02000000,0.7823200000,0.00000000,0.00000000,0.00000000,0.00000000,2808202606,USDCHF,SolTrade TBV1,YES
64,64,64,2026.06.01 10:05:01,1780308301355,0,0,3,0.04000000,159.4630000000,0.00000000,0.00000000,0.00000000,0.00000000,2808202607,USDJPY,SolTrade TBV1,YES
65,65,58,2026.07.06 10:05:00,1783332300576,1,0,3,0.03000000,1.1420700000,71.73000000,0.00000000,4.85000000,0.00000000,2808202601,EURUSD,SolTrade TBV1 exit,YES
66,66,59,2026.07.06 10:05:00,1783332300576,1,0,3,0.01000000,1.3334200000,13.40000000,0.00000000,-0.65000000,0.00000000,2808202602,GBPUSD,SolTrade TBV1 exit,YES
67,67,60,2026.07.06 10:05:00,1783332300576,1,0,3,0.02000000,0.6930300000,50.24000000,0.00000000,-0.35000000,0.00000000,2808202603,AUDUSD,SolTrade TBV1 exit,YES
68,68,61,2026.07.06 10:05:00,1783332300576,1,0,3,0.02000000,0.5687400000,56.84000000,0.00000000,0.35000000,0.00000000,2808202604,NZDUSD,SolTrade TBV1 exit,YES
69,69,62,2026.07.06 10:05:00,1783332300576,1,1,3,0.04000000,1.4216200000,115.14000000,0.00000000,3.48000000,0.00000000,2808202605,USDCAD,SolTrade TBV1 exit,YES
70,70,63,2026.07.06 10:05:00,1783332300576,1,1,3,0.02000000,0.8055300000,57.63000000,0.00000000,5.23000000,0.00000000,2808202606,USDCHF,SolTrade TBV1 exit,YES
71,71,64,2026.07.06 10:05:00,1783332300576,1,1,3,0.04000000,162.2450000000,68.59000000,0.00000000,8.34000000,0.00000000,2808202607,USDJPY,SolTrade TBV1 exit,YES
